Country or region,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Total CO2 Emissions,Country Code,Schizophrenia Disorders (% of population),Depressive Disorders (% of population),Anxiety Disorders (% of population),Bipolar Disorders (% of population),Eating Disorders (% of population),Coal,Oil,Gas,Cement,Flaring,Per Capita,Income Group,Continent,Mental Health Burden,Social Resilience,Happiness Efficiency,Sustainable Happiness Index,Inequality and Pressure Index,Resilient Happiness,Happiness Level,Happiness-Income Group,Log CO2 Emissions
Afghanistan,3.203,496.6025042585,0.517,0.361,0.0,0.158,0.025,11.081621,AFG,0.21777739,4.945168,4.8510346,0.6996446,0.117413975,3.954767,6.842956,0.245569,0.038329,0.0,0.293401,Low Income,Asia,10.831038564999998,0.675,0.00644982651624471,0.14617121169152797,1.0691251491426101,0.43810989654482735,Unhappy,Unhappy & Low Income,2.491685372245887
Albania,4.719,5460.42823730592,0.848,0.874,0.383,0.178,0.027,4.947485,ALB,0.2875006,2.4602032,3.8375373,0.5420086,0.1366484,0.322432,3.440496,0.131904,1.048179,0.004474,1.721533,Lower-Middle Income,Europe,7.2638981000000005,1.4089999999999998,0.0008642179321686814,0.3864427118005986,0.6462363416511129,0.46107252224681666,Unhappy,Unhappy & Lower-Middle Income,1.7829684411236995
Algeria,5.211,4468.45341883656,1.16,0.785,0.086,0.073,0.114,179.504831,DZA,0.24913543,4.1296806,4.771976,0.7562755,0.2106033,1.095512,59.157648,91.24992,11.028039,16.973712,4.203332,Lower-Middle Income,Africa,10.117670830000002,1.319,0.0011661752986018093,0.02748091576532281,1.0704358237753258,0.39047724609637613,Unhappy,Unhappy & Lower-Middle Income,5.195757541957708
Argentina,6.086,9955.97478680428,1.432,0.881,0.471,0.066,0.05,178.511615,ARG,0.31154236,2.4075098,4.982973,1.039092,0.33220056,2.14344,74.848192,95.608416,4.140926,1.77064,3.989486,Upper-Middle Income,South America,9.07331772,1.969,0.0006112912226401405,0.03244397037519166,0.5978414431270584,0.34065919284363944,Neutral,Neutral & Upper-Middle Income,5.190239913355784
Armenia,4.559,4597.22887399548,1.055,0.815,0.283,0.095,0.064,6.28411,ARM,0.28262022,2.9836516,3.1505976,0.541465,0.12600231,0.010992,1.04424,4.887776,0.341102,0.0,2.227932,Lower-Middle Income,Europe,7.0843367299999995,1.4329999999999998,0.0009916843657248123,0.34102690402836355,0.783907935866674,0.4490805088558792,Unhappy,Unhappy & Lower-Middle Income,1.9856952633438651
Australia,7.228,54972.7017885437,1.548,1.036,0.557,0.332,0.29,416.356588,AUS,0.3886459,4.382458,5.8151646,1.1250612,1.0316882,164.471156,143.084851,81.693703,3.039547,20.199247,16.419679,High Income,Oceania,12.743017899999998,2.437,0.00013148344114144147,0.01684457384862865,0.7408056852208311,0.23275033864915623,Happy,Happy & High Income,6.033940983484247
Austria,7.246,49885.9947355204,1.475,1.016,0.532,0.244,0.226,67.936185,AUT,0.27674544,3.125201,6.0064344,0.90043485,0.5622296,13.005251,34.087326,17.792615,1.770523,0.118253,7.650523,High Income,Europe,10.87104529,2.2510000000000003,0.00014525118800208308,0.09194587823142238,0.6955797465943659,0.29610894682024097,Happy,Happy & High Income,4.233181221582466
Azerbaijan,5.208,4805.75371765917,1.147,0.769,0.351,0.035,0.182,37.737892,AZE,0.2827107,2.7526312,2.4775383,0.52214134,0.1438001,0.003664,12.097433,24.121592,1.096472,0.418732,3.687951,Lower-Middle Income,Europe,6.17882164,1.533,0.001083700977197966,0.11858810845209682,0.8401383612686235,0.5498233274739103,Unhappy,Unhappy & Lower-Middle Income,3.6568182424560187
Bahrain,6.199,27259.7438599327,1.368,0.871,0.536,0.255,0.11,37.813682,BHR,0.27094802,4.5280886,4.937836,0.78144014,0.2906812,0.0,3.748272,33.129888,0.6147,0.320822,25.307178,High Income,Asia,10.80899396,2.1590000000000003,0.00022740492470699628,0.12749195468179658,0.5757836805881168,0.2656340353482663,Neutral,Neutral & High Income,3.658772813336261
Bangladesh,4.456,2129.79896954606,0.928,0.723,0.527,0.166,0.143,91.657423,BGD,0.27618745,4.6198096,3.1809232,0.38930306,0.11529978,15.003548,16.780525,58.372777,1.473934,0.02664,0.553767,Lower-Middle Income,Asia,8.581523090000001,1.621,0.002092216243747052,0.04445377943218956,0.6630649800865311,0.3203301314538722,Unhappy,Unhappy & Lower-Middle Income,4.528909068248424
Belarus,5.323,6837.76832136779,1.465,0.789,0.235,0.094,0.142,62.039493,BLR,0.2773241,3.824539,3.4831994,0.5208894,0.1341819,4.099648,18.036537,36.627932,2.276054,0.006333,6.413033,Upper-Middle Income,Europe,8.2401338,1.7940000000000003,0.0007784703648653624,0.07574029974786378,0.9172781526803677,0.3600806333444949,Unhappy,Unhappy & Upper-Middle Income,4.143761403004592
Belgium,6.923,46716.6227467964,1.504,0.986,0.473,0.16,0.21,99.432619,BEL,0.27416807,3.5420222,5.04724,0.90031374,0.4368189,13.192232,45.243127,36.199212,2.819306,0.116104,8.638376,High Income,Europe,10.20056291,2.137,0.00014819136300846461,0.06314694036412466,0.7393467702814095,0.31758916016213257,Happy,Happy & High Income,4.609487044930406
Benin,4.883,1130.82135304977,0.437,0.397,0.349,0.175,0.082,7.144053,BEN,0.21354277,4.447893,3.2288494,0.5455701,0.099465676,0.271136,6.379024,0.106256,0.387637,0.0,0.581269,Low Income,Africa,8.535320946,0.9610000000000001,0.004318100278908589,0.31142825069528446,0.7468654738909143,0.5953104147811485,Unhappy,Unhappy & Low Income,2.097287967645537
Bhutan,5.082,3576.87987077877,1.321,0.604,0.457,0.37,0.167,1.447063,BTN,0.28670922,4.024815,3.2678254,0.39228165,0.14370656,0.42136,0.571584,0.0,0.454119,0.0,1.885524,Lower-Middle Income,Asia,8.11533783,2.148,0.001420791355481986,0.5314564919780715,0.7126733916640924,0.2915370668813546,Unhappy,Unhappy & Lower-Middle Income,0.8948885299403143
Bolivia,5.779,3503.8960106182,1.209,0.706,0.511,0.137,0.064,23.239274,BOL,0.2665534,3.3994322,5.7405457,0.88712376,0.23742174,0.025648,12.754384,8.86688,1.537974,0.054388,1.973223,Lower-Middle Income,South America,10.531076800000001,1.8570000000000002,0.0016493069379020751,0.17112644266638768,0.5626379432202503,0.2955071618172405,Neutral,Neutral & Lower-Middle Income,3.187974210257539
Bosnia and Herzegovina,5.386,6122.3753450882,1.212,0.845,0.212,0.263,0.006,20.810377,BIH,0.2866613,2.7624497,3.5371947,0.5489406,0.13697994,15.33384,4.682592,0.428688,0.365257,0.0,6.192254,Upper-Middle Income,Europe,7.27222624,1.6869999999999998,0.0008797239137455085,0.19179133622228964,0.7985868803621343,0.4390195751084712,Unhappy,Unhappy & Upper-Middle Income,3.0823858657129275
Botswana,3.488,7172.08956480028,1.145,0.538,0.455,0.025,0.1,6.782064,BWA,0.22516066,4.2572603,3.5533912,0.54089737,0.17784883,3.860278,2.921786,0.0,0.0,0.0,2.713149,Upper-Middle Income,Africa,8.75455836,1.625,0.0004863296767958209,0.22450182022703163,0.6471662616200795,0.24518216113205946,Unhappy,Unhappy & Upper-Middle Income,2.0518215986354575
Brazil,6.3,9029.83326742175,1.439,0.802,0.39,0.099,0.086,475.104581,BRA,0.27764335,3.8015563,7.410114,1.1118531,0.23241082,61.887745,302.333585,67.121321,19.86493,17.505,2.243357,Upper-Middle Income,South America,12.83357757,1.9280000000000002,0.0006976873009083601,0.01291147226210675,0.7500362312480792,0.25461605206721666,Neutral,Neutral & Upper-Middle Income,6.165637538082349
Bulgaria,5.011,9838.60058985384,1.513,0.815,0.311,0.081,0.004,42.255765,BGR,0.28809503,2.6916606,3.3973696,0.46639755,0.15696159,20.767134,13.091638,5.244746,1.1271,0.827004,5.991574,Upper-Middle Income,Europe,7.000484370000001,1.9049999999999998,0.0005093204012334484,0.10173328387954765,0.6980064283960055,0.3757520273166072,Unhappy,Unhappy & Upper-Middle Income,3.767130519292614
Burkina Faso,4.587,764.853077774946,1.056,0.38,0.255,0.177,0.113,5.29633,BFA,0.20788535,4.378302,3.116734,0.5353396,0.092556745,0.0,4.443845,0.0,0.852485,0.0,0.252788,Low Income,Africa,8.330817694999999,1.488,0.005997230230600838,0.33660749135954826,0.8758166867480525,0.3700310585565612,Unhappy,Unhappy & Low Income,1.8399669239727823
Burundi,3.775,210.236494521532,0.447,0.38,0.22,0.176,0.18,0.717894,BDI,0.20041312,4.705153,3.6385643,0.5794055,0.071074806,0.047632,0.6412,0.0,0.029062,0.0,0.060455,Low Income,Africa,9.194610726,0.843,0.017955969103229944,0.38083210090163844,1.0071493055882588,0.48703035946478396,Unhappy,Unhappy & Low Income,0.5410991220078052
Cambodia,4.7,2225.87705485686,1.122,0.637,0.609,0.232,0.062,18.024641,KHM,0.27349776,2.9500995,4.579762,0.3179395,0.08394735,4.418784,8.28064,0.0,5.325217,0.0,1.1121,Lower-Middle Income,Asia,8.205246110000001,1.963,0.0021115272246257305,0.17918491148244978,0.4647840682407712,0.29180044268953437,Unhappy,Unhappy & Lower-Middle Income,2.9457350336616948
Cameroon,5.044,1555.22660476477,0.91,0.331,0.381,0.187,0.037,9.504862,CMR,0.21315666,4.6046395,3.1999922,0.5344366,0.112020984,0.0,5.052656,1.326368,1.162479,1.963359,0.368658,Low Income,Africa,8.664245944000001,1.478,0.0032432572748862607,0.2776140697466484,0.6676826113238644,0.39388538988888167,Unhappy,Unhappy & Low Income,2.3518381976090597
Canada,7.278,46352.8693445211,1.505,1.039,0.584,0.285,0.308,584.714184,CAN,0.28864193,3.2904658,4.3206058,0.8052512,0.4285759,58.325705,269.32597,231.962485,7.125179,15.827711,15.582994,High Income,North America,9.13354063,2.374,0.00015701293367419673,0.012255667064371756,0.7368114555372222,0.3356542662783077,Happy,Happy & High Income,6.372831929978534
Central African Republic,3.083,449.228467602439,0.0,0.105,0.225,0.235,0.035,0.227168,CAF,0.1913885,5.9238467,4.405564,0.5299282,0.07151896,0.0,0.227168,0.0,0.0,0.0,0.043608,Low Income,Africa,11.122246360000002,0.45999999999999996,0.006862877627622684,0.27164397229743925,0.835264236749226,0.6025917513522402,Unhappy,Unhappy & Low Income,0.20470907567158386
Chad,4.35,678.142035723965,0.766,0.192,0.174,0.198,0.078,1.92228,TCD,0.21059208,5.1334114,3.3696513,0.53775066,0.09834646,0.0,1.439952,0.0,0.162747,0.319581,0.119197,Low Income,Africa,9.3497519,1.138,0.00641458539781576,0.38591090218614443,0.9206219336159663,0.40883390780956336,Unhappy,Unhappy & Low Income,1.0723641335151566
Chile,6.444,14495.716721687,1.369,0.92,0.357,0.187,0.056,91.961935,CHL,0.3177609,3.6435125,5.4619493,0.9951639,0.35876754,31.016986,48.022282,12.051372,0.825329,0.045966,4.830064,Upper-Middle Income,South America,10.77715414,1.913,0.0004445451110643705,0.06272198881595029,0.706087548074549,0.31256220883740765,Neutral,Neutral & Upper-Middle Income,4.532190108291439
China,5.191,10143.8602206165,1.125,0.893,0.521,0.058,0.1,10740.996069,CHN,0.30997753,2.7240157,3.1641822,0.18180744,0.11261842,7543.157408,1559.72816,630.17136,826.876048,3.806248,7.554165,Upper-Middle Income,Asia,6.49260129,1.704,0.0005117381240575212,0.0004829965547532818,1.6385067791299686,0.46920507917827464,Unhappy,Unhappy & Upper-Middle Income,9.281916204518586
Colombia,6.125,6472.54544924705,1.41,0.841,0.47,0.099,0.034,96.438172,COL,0.2798771,2.2196279,4.701662,0.7398617,0.22084343,18.425648,47.765993,23.706357,5.536724,1.00345,1.921561,Upper-Middle Income,South America,8.161872129999999,1.9789999999999999,0.0009463046722541779,0.058556380649205764,0.5801605731393,0.3792019066428881,Neutral,Neutral & Upper-Middle Income,4.579218043522885
Comoros,3.973,1519.26386436068,0.757,0.505,0.142,0.275,0.078,0.31144,COM,0.21719986,4.2631598,3.554554,0.6087087,0.08927621,0.0,0.31144,0.0,0.0,0.0,0.393736,Low Income,Africa,8.73289857,1.174,0.0026150822731980626,0.4392803264993208,0.9419531058311624,0.3875181535666428,Unhappy,Unhappy & Low Income,0.2711257701360638
Congo,4.549333333333333,1522.7344142925385,1.0163333333333333,0.4073333333333333,0.30333333333333334,0.17633333333333331,0.06633333333333334,7.341473,COG,0.21529643,5.5257406,3.7367034,0.545334,0.1295494,0.0,2.024422,1.885312,0.28287,3.148868,1.317865,Low Income,Africa,10.152623830000001,1.4959999999999998,0.002987607878716625,0.2600496257418585,0.774488606723404,0.29952830602104613,Unhappy,Unhappy & Low Income,2.121239819480444
Costa Rica,7.167,12884.6859951989,1.441,0.963,0.558,0.144,0.093,8.053606,CRI,0.28596833,3.2132857,4.195216,0.8727019,0.23688456,0.0,7.317008,0.0,0.736598,0.0,1.583943,Upper-Middle Income,North America,8.80405649,2.1430000000000002,0.0005562417277899184,0.42514791147654535,0.5363083487247016,0.3798677399820459,Happy,Happy & Upper-Middle Income,2.2031631313891773
Croatia,5.432,15563.8167397199,1.266,0.914,0.296,0.119,0.022,17.857446,HRV,0.29412583,3.0076077,3.5950115,0.5449874,0.169517,1.677532,9.321468,5.244501,1.184111,0.286938,4.324096,Upper-Middle Income,Europe,7.61124943,1.681,0.0003490146466539389,0.21328143857739792,0.7276364042224297,0.42455708550788623,Unhappy,Unhappy & Upper-Middle Income,2.93690784915942
Cyprus,5.882,29703.052734375,1.2375,1.042,0.4115,0.1905,0.1015,7.343176,CYP,0.27398312,3.1127021,6.4671764,0.9104203,0.40809122,0.068051,6.460511,0.000226,0.789212,0.0,5.975717,High Income,Europe,11.17237314,1.8395000000000001,0.00019802678373165425,0.31767893868688146,0.6906233550909928,0.2862066998296284,Neutral,Neutral & High Income,2.121443959226616
Czech Republic,6.852,24062.7190013343,1.487,0.92,0.457,0.046,0.036,101.012964,CZE,0.29657868,2.878852,3.1539073,0.54714864,0.19224705,57.447407,22.487223,17.361777,1.977237,0.081281,9.586619,High Income,Europe,7.068733669999999,1.9900000000000002,0.00028475584989460465,0.06339648754334745,0.5834916660359125,0.48710508008176384,Happy,Happy & High Income,4.625099903247215
Denmark,7.6,59404.2663247723,1.573,0.996,0.592,0.252,0.41,30.955444,DNK,0.2413819,3.4828994,4.873904,0.94029397,0.47125348,3.588381,19.69881,6.016661,1.129199,0.194717,5.340941,High Income,Europe,10.00973275,2.417,0.00012793693904827687,0.18552342752921236,0.8186895999106536,0.314133649243199,Happy,Happy & High Income,3.4643425575449127
Dominican Republic,5.425,8164.22080932117,1.401,0.779,0.497,0.113,0.101,28.357635,DOM,0.27786973,3.8231027,4.50035,0.910109,0.22997883,3.264624,20.452448,2.469536,2.171027,0.0,2.605949,Upper-Middle Income,North America,9.74141026,2.011,0.0006644847226334477,0.14239201961566425,0.6086665868243668,0.27692734237653827,Unhappy,Unhappy & Upper-Middle Income,3.3795526487307295
Ecuador,6.028,6205.05759479761,1.312,0.868,0.498,0.126,0.087,40.264468,ECU,0.27563453,3.3306973,5.2311482,0.90765,0.2837155,0.0,34.85152,1.212896,2.47237,1.727682,2.321556,Upper-Middle Income,South America,10.02884553,1.936,0.0009714656001023975,0.11985688706719022,0.5971052130075579,0.31046807474722005,Neutral,Neutral & Upper-Middle Income,3.7200017906799467
Egypt,4.166,2962.98892023003,1.039,0.644,0.241,0.076,0.067,256.140175,EGY,0.2475693,3.9397578,4.5883927,0.72391546,0.19892646,10.123632,101.463488,120.519952,19.669416,4.363687,2.425141,Lower-Middle Income,Africa,9.69856172,1.3559999999999999,0.001406012682516739,0.015671154818900315,0.915719787645835,0.31677597927692297,Unhappy,Unhappy & Lower-Middle Income,5.549621364218988
El Salvador,6.253,4320.11671534627,1.242,0.789,0.43,0.093,0.074,7.422948,SLV,0.26860753,3.4073691,4.4097867,0.8259098,0.19801193,0.003662,6.961819,0.0,0.457466,0.0,1.181957,Lower-Middle Income,North America,9.109685059999999,1.765,0.0014474145982648072,0.37822166483140957,0.6478268950006076,0.38890216079171525,Neutral,Neutral & Lower-Middle Income,2.1309598857418086
Estonia,5.893,24021.2501413306,1.528,0.874,0.495,0.103,0.161,12.38019,EST,0.29009965,3.6936426,3.3788164,0.5227906,0.1751613,7.775731,3.315348,0.914391,0.295485,3.2e-05,9.329183,High Income,Europe,8.06051055,2.1260000000000003,0.0002453244508644699,0.2882973597497371,0.6668509424126445,0.3438829393017742,Neutral,Neutral & High Income,2.5937752548982127
Ethiopia,4.286,828.70897229725,1.033,0.532,0.344,0.209,0.1,18.297764,ETH,0.21338312,4.64972,3.4656384,0.6143768,0.086156204,1.205698,13.178387,0.0,3.91368,0.0,0.160337,Low Income,Africa,9.029274524,1.5859999999999999,0.005171900079854152,0.15684099820168274,0.7889754346067319,0.29929270147983894,Unhappy,Unhappy & Low Income,2.9599892342768603
Finland,7.769,48358.1807773701,1.587,0.986,0.596,0.153,0.393,42.381841,FIN,0.264076,4.139295,3.9931211,0.8902839,0.48180753,15.255686,21.581214,4.310229,0.583481,0.065145,7.675732,High Income,Europe,9.768583529999999,2.336,0.00016065534052587052,0.1489729004129355,0.798078419901073,0.3404557618544729,Happy,Happy & High Income,3.770040943410164
France,6.592,40408.2848574751,1.472,1.045,0.436,0.111,0.183,316.386776,FRA,0.26827893,3.835741,6.2742558,0.90416586,0.46825343,29.29436,187.698122,86.356429,6.588367,2.504862,4.912857,High Income,Europe,11.750695019999998,2.019,0.00016313486264638008,0.020089141235559216,0.7551205493422298,0.27785442981273867,Happy,Happy & High Income,5.760121143708292
Gabon,4.799,7441.1786472281,1.183,0.571,0.295,0.043,0.055,5.735253,GAB,0.22967814,5.5459714,3.9851205,0.5622134,0.18273167,0.0,1.867159,0.918935,0.209246,2.739912,2.557201,Upper-Middle Income,Africa,10.50571511,1.521,0.000644924712536994,0.29548731131644346,0.7621825800561919,0.300328063839721,Unhappy,Unhappy & Upper-Middle Income,1.9073553741159504
Gambia,4.516,738.186751987483,0.939,0.428,0.382,0.269,0.167,0.600896,GMB,0.21232498,5.5018787,3.3126862,0.54847974,0.09281238,0.0,0.600896,0.0,0.0,0.0,0.239507,Low Income,Africa,9.668181999999998,1.5899999999999999,0.006117693101157924,0.43976684177488967,0.798911219582784,0.2937730767094625,Unhappy,Unhappy & Low Income,0.4705634725042496
Georgia,4.519,4741.2832715876,0.666,0.752,0.346,0.043,0.164,10.920173,GEO,0.27726552,3.3233132,2.4950473,0.5246634,0.12736228,0.974624,3.587056,5.301808,1.056685,0.0,2.895975,Lower-Middle Income,Europe,6.747651699999999,1.055,0.0009531174876389174,0.2557756869752053,0.8217263803253173,0.6348004480247377,Unhappy,Unhappy & Lower-Middle Income,2.478232174954704
Germany,6.985,47623.8656074829,1.454,0.987,0.495,0.261,0.265,707.149948,DEU,0.26269624,3.3767943,6.208145,0.7469019,0.42561316,240.086494,270.910415,172.478938,13.28664,2.028361,8.504699,High Income,Europe,11.020150599999997,2.21,0.00014667016024214722,0.009726108081659975,0.7850800463053372,0.28680492661896084,Happy,Happy & High Income,6.562655862229632
Ghana,4.996,2186.18924111824,0.868,0.486,0.381,0.245,0.04,18.706476,GHA,0.21691793,4.3620286,3.0005414,0.54393464,0.117816195,0.0,12.02031,4.104496,2.321083,0.260587,0.593436,Lower-Middle Income,Africa,8.241238765,1.4940000000000002,0.002285255048389378,0.18539605467729167,0.6713263413149066,0.4057694399318548,Unhappy,Unhappy & Lower-Middle Income,2.9809473126882247
Greece,5.287,19335.3602002969,1.156,0.999,0.067,0.0,0.034,65.756232,GRC,0.27222666,5.0422506,5.7790413,0.90686923,0.42984423,17.874125,33.943412,9.998173,3.360215,0.009042,6.218657,Upper-Middle Income,Europe,12.43023202,1.2229999999999999,0.00027343685068348595,0.0676204003630039,0.971043703515738,0.3477792112698508,Unhappy,Unhappy & Upper-Middle Income,4.201047656218158
Guatemala,6.436,4511.99755157656,1.269,0.746,0.535,0.175,0.078,19.761452,GTM,0.26276714,3.6679313,4.263226,0.80035627,0.18659185,4.510384,13.754656,0.0,1.380153,0.116259,1.155212,Lower-Middle Income,North America,9.18087256,1.9789999999999999,0.0014264192137584748,0.22237329232686903,0.5494145257680574,0.3542307692448034,Neutral,Neutral & Lower-Middle Income,3.0330979980483783
Guinea,4.534,1031.34146480732,0.829,0.375,0.332,0.207,0.086,4.433863,GIN,0.20905477,4.3731165,3.3388844,0.53725857,0.09339962,0.0,4.433863,0.0,0.0,0.0,0.34431,Low Income,Africa,8.55171386,1.368,0.004396216146363379,0.3491566103594724,0.7665909577992445,0.3875629540041833,Unhappy,Unhappy & Low Income,1.6926502990558627
Haiti,3.597,1352.17204191532,0.688,0.449,0.026,0.419,0.11,3.052705,HTI,0.2413061,3.6351175,4.635318,0.8438882,0.122097835,0.0,2.975168,0.0,0.077537,0.0,0.273529,Low Income,North America,9.477727635,1.133,0.0026601644528198745,0.2870611179020955,1.0932668922641315,0.3349703013019109,Unhappy,Unhappy & Low Income,1.3993845594062515
Honduras,5.86,2502.32744328073,1.236,0.828,0.507,0.246,0.078,11.232139,HND,0.2616812,3.1551142,4.090965,0.81202614,0.167219,0.0,10.449728,0.0,0.782411,0.0,1.127857,Lower-Middle Income,North America,8.487005539999998,1.9889999999999999,0.002341819818879148,0.29717313487474445,0.5788803214155485,0.34714294797958994,Neutral,Neutral & Lower-Middle Income,2.5040668321985593
Hong Kong,5.43,48359.0011950597,1.277,1.122,0.44,0.258,0.287,41.900196,HKG,,,,,,23.379984,11.622208,6.287424,0.61058,0.0,5.589583,High Income,Asia,,1.9749999999999999,0.00011228519749813861,,,,Unhappy,Unhappy & High Income,3.7588763946881034
Hungary,5.758,16786.2136399075,1.41,0.828,0.199,0.081,0.02,49.234646,HUN,0.2914906,2.8233702,3.4067228,0.5375118,0.1835278,8.18614,19.363543,19.969006,1.022863,0.14945,5.038444,Upper-Middle Income,Europe,7.2426232,1.69,0.0003430195828266445,0.1019525214579603,0.8243645031816902,0.4704235603083668,Neutral,Neutral & Upper-Middle Income,3.9167049480097824
Iceland,7.494,68452.23622306,1.624,1.026,0.591,0.354,0.118,3.546263,ISL,0.27835035,2.9365938,5.1037683,0.9084446,0.4541073,0.684012,2.692315,0.000227,0.0,0.163106,9.829598,High Income,Europe,9.68126435,2.569,0.00010947779668701959,0.5665457951217164,0.5271932373298499,0.3013127475679404,Happy,Happy & High Income,1.514305576814561
India,4.015,2041.42863698585,0.765,0.588,0.498,0.2,0.085,2626.459473,IND,0.28522602,3.6598387,2.9674358,0.3541412,0.12927622,1677.653708,674.011463,128.675994,143.664137,2.454171,1.898949,Lower-Middle Income,Asia,7.39591794,1.4629999999999999,0.001966759908848986,0.0015243813361245629,1.877202039503503,0.37106427146968035,Unhappy,Unhappy & Lower-Middle Income,7.873772678464693
Indonesia,5.192,4106.94856173421,1.203,0.66,0.491,0.498,0.028,659.435739,IDN,0.29368687,2.4184713,3.5480037,0.33060965,0.11084955,315.400701,222.18496,87.910352,30.156,3.783726,2.446134,Lower-Middle Income,Asia,6.701621070000001,2.192,0.0012641989355249227,0.007794188272902764,0.6991976389664631,0.35343883426792005,Unhappy,Unhappy & Lower-Middle Income,6.492899827783386
Iran,4.548,3831.27894763337,0.842,0.785,0.305,0.27,0.125,702.958121,IRN,0.2541629,4.860692,7.26808,0.81717443,0.2540833,3.729934,229.401917,422.97009,20.892741,25.963439,8.120656,Lower-Middle Income,Asia,13.45419263,1.417,0.0011870709656391263,0.006348299594343476,1.0069903819121646,0.23855743930342654,Unhappy,Unhappy & Lower-Middle Income,6.556718867172699
Iraq,4.437,5671.8568632942,0.98,0.574,0.241,0.148,0.089,187.148437,IRQ,0.24618399,3.9326482,5.33799,0.6765268,0.20871635,0.0,113.972384,34.2584,5.238919,33.678734,4.502709,Lower-Middle Income,Asia,10.402065339999998,1.369,0.0007822834932091361,0.022460079561648357,0.8828299520071567,0.3115777258397307,Unhappy,Unhappy & Lower-Middle Income,5.23723120980324
Ireland,7.021,82508.4659883582,1.553,0.999,0.516,0.298,0.31,37.325663,IRL,0.35267243,4.2169313,6.9078193,0.701279,0.45577714,4.543313,19.544584,10.83591,1.892599,0.000286,7.623676,High Income,Europe,12.63447917,2.367,8.50942980928848e-05,0.14053202603206283,0.7946055153440503,0.23477041700550408,Happy,Happy & High Income,3.6461197240211605
Israel,7.139,44140.8289372511,1.455,1.029,0.371,0.261,0.082,58.645203,ISR,0.29913944,4.127255,3.7392616,1.0514655,0.38732913,18.012224,21.240208,17.968256,1.424515,0.0,6.812936,High Income,Asia,9.60445067,2.087,0.000161732350113962,0.10460126339275533,0.7125461797005901,0.3561577529304947,Happy,Happy & High Income,4.0884137261986515
Italy,6.223,33812.788724868,1.488,1.039,0.231,0.158,0.03,339.233207,ITA,0.29120925,3.561658,5.5624604,0.89349115,0.54448926,30.657925,148.115767,146.75843,7.911519,2.756337,5.679641,High Income,Europe,10.853308060000002,1.877,0.00018404279075103983,0.01777560612105686,0.8093536717396671,0.30547339959709074,Neutral,Neutral & High Income,5.82963128542747
Ivory Coast,4.944,2141.76836170115,0.808,0.232,0.352,0.154,0.09,10.535084,CIV,0.21353905,3.9350774,3.2402778,0.5315454,0.11432516,0.0,6.184832,4.257568,0.0,0.092684,0.402909,Lower-Middle Income,Africa,8.03476481,1.314,0.002308372879349619,0.26623803190781065,0.7466703348233469,0.4682846563153565,Unhappy,Unhappy & Lower-Middle Income,2.4453931737838572
Jamaica,5.89,5607.24300668501,1.478,0.831,0.49,0.107,0.028,7.823415,JAM,0.27614054,3.0646706,4.0547247,0.9436392,0.19291341,0.267598,6.748606,0.472879,0.334332,0.0,2.7804,Lower-Middle Income,North America,8.53208845,2.075,0.0010504270981260993,0.3601234298905057,0.5409168529757853,0.33269160692625843,Neutral,Neutral & Lower-Middle Income,2.177408983289305
Japan,5.886,40415.9567649547,1.419,1.088,0.445,0.069,0.14,1106.015486,JPN,0.30083296,2.1032803,2.3241255,0.6442883,0.38879964,432.250117,415.860472,224.230136,25.328006,0.36898,8.792438,High Income,Asia,5.761326700000001,1.933,0.00014563554771772325,0.005294228061570726,0.7225083630746566,0.5285254453559478,Neutral,Neutral & High Income,7.009422921770681
Jordan,4.906,4170.1144003465,1.225,0.815,0.383,0.11,0.13,26.328034,JOR,0.2550567,4.15211,4.933855,0.7818655,0.19342121,0.784096,15.92008,7.85928,1.76377,0.000808,2.460867,Lower-Middle Income,Asia,10.316308410000001,1.7180000000000002,0.0011764665256167443,0.13388151287062486,0.7557873710147989,0.2768089113493664,Unhappy,Unhappy & Lower-Middle Income,3.3079130617505843
Kazakhstan,5.809,9457.12614657136,1.508,0.729,0.41,0.146,0.096,297.569458,KAZ,0.282443,3.4412057,2.1156304,0.50741726,0.16284963,176.146122,49.060757,50.438959,3.800151,14.698167,15.866768,Upper-Middle Income,Asia,6.509545990000001,2.064,0.0006142457983502766,0.019103587961604336,0.7181534258163875,0.43235549588553157,Neutral,Neutral & Upper-Middle Income,5.699002595881764
Kenya,4.509,1960.40808854893,0.983,0.581,0.431,0.372,0.053,19.177196,KEN,0.21664362,4.723163,3.41804,0.60172975,0.106974006,1.623462,15.24149,0.0,2.312243,0.0,0.376382,Lower-Middle Income,Africa,9.066550376,1.786,0.0023000313181412687,0.15964595985154093,0.6364070750069725,0.2784560779492969,Unhappy,Unhappy & Lower-Middle Income,3.0045530558161873
